S,K,r,t,vol,Value
1097.0601,1196.1801,0.0195,1.0658,0.1809,52.284
1702.51,1733.41,0.0166,0.7233,0.1773,97.553
1712.4399,1997.51,0.0138,1.4521,0.1778,63.2545
1356.5699,1547.77,0.0108,1.1205,0.1663,37.3669
1016.5,1582.65,0.0228,0.7918,0.1945,0.4994
1078.63,1795.62,0.0152,0.4548,0.1733,0
1510.4399,1838.04,0.0234,0.4959,0.163,4.1986
1223.51,1330.47,0.0179,0.1671,0.203,8.777
1616.45,1350.52,0.0232,0.2548,0.1786,274.7602
1945.16,1090.75,0.0117,0.1671,0.1815,856.5404
1739.66,1093.3199,0.0182,1.0521,0.1611,667.1872
1077.04,1240.91,0.0156,0.7973,0.1952,26.5995
1396.61,1311.36,0.0138,1.2932,0.1387,149.3934
1782.01,1621.09,0.0245,0.8,0.1809,230.7858
1378.79,1511.9399,0.0187,0.1534,0.1731,3.7446
1315.54,1536.72,0.018,0.0384,0.1597,0
1170.15,1217.1899,0.0204,0.3315,0.1952,35.7378
1495.87,1669.15,0.0156,1.1342,0.2101,79.2177
1087.2,1884.49,0.0204,1.0411,0.1695,0.076
1725.0699,1638.62,0.0186,0.0192,0.1717,87.1036
1860.59,1151.0699,0.0186,1.2027,0.1556,735.0975
1654.54,1500.87,0.0151,0.789,0.1766,206.6349
1626.79,1309.17,0.0256,1.4082,0.1875,384.0946
1838.79,1208.53,0.0201,0.6438,0.1986,646.0334
1548.6899,1667.77,0.0206,1.3452,0.1361,67.155
1971.34,1818.6899,0.0154,0.5534,0.1664,200.1755
1533.88,1207.4301,0.0255,0.0438,0.1778,327.7978
1546.28,1977.72,0.0232,0.1233,0.1844,0
1769.3,1684.3199,0.0121,0.8658,0.1836,175.2592
1039.47,1964.74,0.0157,0.1288,0.2031,0
1041.0699,1089.6,0.0121,0.8356,0.1514,41.5845
1952.9399,1324.91,0.0165,0.389,0.1847,636.5205
1058.23,1120.71,0.0291,1.4932,0.1973,94.8257
1316.39,1873.86,0.0262,0.7205,0.1572,0.4032
1249.13,1070.47,0.0197,0.6466,0.1765,201.7389
1489.39,1604.41,0.0158,0.8849,0.2001,74.6392
1749.1801,1290.48,0.0248,1.3945,0.1512,505.4668
1358.1899,1776.86,0.0229,0.5178,0.2058,3.7757
1548.87,1134.97,0.0172,0.0904,0.1756,415.6634
1270.78,1224.23,0.0231,0.2274,0.1613,69.5546
1020.55,1041.35,0.0166,0.8712,0.1654,60.0852
1303.97,1653.51,0.0213,1.0493,0.1919,19.7396
1293.01,1153.76,0.0196,1.1479,0.1719,194.4778
1706.25,1474.24,0.0262,1.2493,0.2134,328.0569
1192.34,1645.83,0.0129,0.9315,0.1781,3.3621
1610.21,1435.76,0.0215,0.3973,0.1836,199.3057
1718.0601,1648.89,0.0202,0.6767,0.1866,154.4265
1358.23,1104.25,0.0184,1.4164,0.1498,291.9845
1273.04,1441.89,0.0197,0.726,0.1676,24.1759
1035.16,1960.84,0.0121,0.3178,0.1835,0
1116.2,1309.37,0.0223,0.8027,0.1857,21.7869
1051.85,1652.16,0.0172,0.1014,0.1973,0
1756.49,1223.52,0.0181,1.3863,0.1742,566.6728
1873.1801,1674.37,0.0246,0.2,0.1883,212.1
1257.14,1256.85,0.0212,0.1726,0.1766,38.1847
1234.33,1522.09,0.0243,0.2685,0.1498,0.0938
1668.74,1381.42,0.0205,1.2,0.1719,338.9292
1439.15,1083.47,0.0181,0.4274,0.1978,364.685
1060.01,1061.21,0.0258,0.5836,0.1553,57.2655
1584.3,1812.49,0.0147,1.4986,0.153,52.676
1864.96,1793.5699,0.0279,0.1945,0.1403,94.8475
1802.85,1959.95,0.0232,0.1014,0.2248,7.1502
1515.23,1506.21,0.0209,0.4959,0.1531,77.3263
1871.24,1894.27,0.0259,0.9041,0.1889,143.8105
1576.29,1465.89,0.0166,0.5808,0.1866,161.9075
1773.28,1293.37,0.0168,1.1425,0.2039,513.2781
1856.37,1105.09,0.0186,0.9151,0.1837,770.0104
1064.8199,1738.92,0.0277,0.4301,0.1597,0
1206.72,1922.87,0.0152,0.0685,0.2176,0
1133.1,1994.1801,0.0164,0.7671,0.1513,0
1982.0699,1366.22,0.0206,1.1507,0.1896,651.0803
1694.27,1996.66,0.0212,0.9973,0.1727,35.721
1379.98,1348.14,0.0214,0.5616,0.161,91.7951
1122.98,1346.88,0.0142,0.8438,0.1739,14.3731
1127.85,1808.6899,0.0197,0.9452,0.1896,0.5871
1457.77,1824.51,0.0184,0.0658,0.1746,0
1236.37,1475.1801,0.0188,0.737,0.1881,17.7153
1175.96,1213.09,0.0216,1.1096,0.179,84.4985
1788.04,1727.98,0.0122,1.4795,0.175,197.5322
1081.83,1464.5,0.0214,0.0247,0.1853,0
1979.7,1227.87,0.0139,0.9808,0.1848,768.771
1901.84,1984.72,0.014,0.2795,0.1832,42.8677
1887.63,1711.55,0.029,0.7699,0.1572,239.6793
1430.64,1571.71,0.022,0.5041,0.1831,30.4555
1674.11,1111.16,0.0129,1.2082,0.2243,585.8294
1321.5601,1287.08,0.0143,0.526,0.1722,89.0494
1204.14,1904.48,0.0283,1.4082,0.1639,1.5907
1865.46,1292.4399,0.0209,0.0192,0.1886,573.5385
1290.98,1351.67,0.0187,0.5726,0.1884,53.68
1351.55,1431.99,0.0183,0.3205,0.1601,21.7157
1039.51,1025.1,0.0268,0.7041,0.1865,81.8876
1854.01,1092.33,0.0171,1.0219,0.149,780.6095
1005.79,1788.3199,0.0174,0.5123,0.1394,0
1538.15,1620.9399,0.0181,1.1644,0.1985,110.1901
1141.97,1130.59,0.0221,0.6959,0.1766,81.4446
1829.83,1334.48,0.0273,0.3151,0.1728,506.7938
1744.98,1512.98,0.0159,0.7205,0.1926,273.6708
1041.9399,1898.1801,0.0172,1.1945,0.1862,0.1832
1877.9301,1132.64,0.0241,0.5233,0.193,759.4894
1301.64,1607.5699,0.0251,0.8301,0.2139,24.2232
1982.87,1261.0601,0.0179,1.4521,0.1873,756.2983
1872.13,1853.84,0.0245,1.1562,0.1784,178.1377
1653.8,1063.04,0.0273,1.1918,0.1988,626.2194
1212.73,1803.99,0.021,1.3068,0.1561,1.8071
1788.48,1552.15,0.0214,0.2137,0.2093,247.7358
1370.95,1077.11,0.0189,0.2575,0.1462,299.0782
1587.9399,1089.34,0.0225,0.2082,0.1579,503.6911
1550.36,1947.98,0.0208,1.3178,0.1975,39.8366
1122.4399,1580.65,0.0154,0.8521,0.1624,0.9774
1948.01,1359.3101,0.0235,1.3863,0.1857,637.2857
1432.49,1280.45,0.0185,0.0822,0.182,154.2658
1205.09,1773.73,0.0258,0.6932,0.1349,0.0213
1383.86,1856.38,0.0167,0.4795,0.1905,1.1115
1064.67,1647.02,0.02,0.2247,0.1778,0
1745.24,1122.27,0.0243,0.7068,0.1778,642.1418
1080.17,1053.52,0.0218,0.8,0.1979,99.1318
1207.21,1595.23,0.0168,0.8137,0.1496,1.7321
1468.42,1745.25,0.023,0.2192,0.1972,1.7509
1311.53,1783.3101,0.0207,1.1315,0.1434,2.8107
1450.9399,1675.83,0.0186,0.2192,0.1837,2.6674
1509.17,1859.76,0.0189,0.3507,0.1793,1.8444
1677.28,1770.51,0.0248,0.9315,0.172,88.2478
1816.12,1130.34,0.0223,0.1781,0.1653,690.2604
1574.17,1473.49,0.0192,1.274,0.1911,208.6328
1785.53,1449.8199,0.0245,0.4575,0.1748,354.1333
1714.13,1353.95,0.0191,0.2685,0.1429,367.1201
1765.0601,1493.98,0.0295,0.4521,0.1656,294.7021
1547.45,1801.79,0.0194,0.4466,0.1552,6.3928
1658.0601,1543.23,0.0206,1.3041,0.209,240.4905
1091.12,1594.54,0.016,0.0795,0.1728,0
1657.53,1184.35,0.02,0.7342,0.1983,492.1183
1418.58,1866.6,0.0169,0.1699,0.1814,0
1671.37,1086.3199,0.0265,1.1863,0.1542,618.8666
1044.02,1762.08,0.0159,0.1397,0.156,0
1407.8,1756.6899,0.0212,0.7288,0.1969,13.9077
1544.92,1802.49,0.0212,1.4849,0.1801,64.6086
1339.8,1934.63,0.0203,0.7178,0.2038,2.0704
1016.63,1750.46,0.0144,1.4904,0.1775,0.7514
1017.02,1026.98,0.0116,0.2055,0.1706,27.6478
1202.77,1500.89,0.0222,0.0877,0.201,0
1444.3,1743.5,0.0164,1.4137,0.1947,50.4992
1395.11,1280.67,0.0259,1.1808,0.1726,193.2375
1495.15,1837.5699,0.0229,1.4959,0.2014,57.1555
1446.76,1188.1899,0.0203,0.7452,0.1673,282.3032
1579.29,1608.6801,0.0218,0.1178,0.1785,25.6592
1492.38,1854,0.0188,0.8521,0.1862,16.8959
1032.78,1572.79,0.0218,0.3836,0.1913,0
1219.21,1753.83,0.0153,0.5726,0.1604,0.0865
1949.54,1456.99,0.0235,0.337,0.1939,504.2563
1782.52,1455.13,0.0194,0.7288,0.182,356.948
1423.08,1424.59,0.012,1.3616,0.2086,147.8403
1709.51,1828.5,0.0161,1.2027,0.1538,80.4402
1417.0601,1186.9399,0.0249,1.4301,0.1884,298.0005
1385.09,1005.26,0.0263,1.463,0.2024,426.6384
1733.61,1408.1899,0.026,0.2658,0.1853,335.6804
1963.51,1612.22,0.0197,0.3342,0.1481,362.2761
1797.95,1559.3199,0.0128,0.1726,0.1901,243.7387
1799.53,1565.24,0.015,0.3671,0.1769,250.0671
1228.23,1127.63,0.0168,0.2767,0.1637,113.3209
1742.85,1452.45,0.021,0.1288,0.2048,294.5055
1409.27,1837.88,0.0146,0.2219,0.1795,0.0308
1538.95,1291.48,0.0201,1.3123,0.1933,311.276
1634.4,1172.25,0.0218,1.0192,0.181,490.3883
1865.97,1179.89,0.0247,0.9123,0.1619,712.4283
1117.52,1125.16,0.0194,0.6685,0.2027,77.0008
1087.83,1978.42,0.016,0.2795,0.1777,0
1409.5699,1148.4,0.0206,0.3562,0.1635,270.1787
1127.6899,1776.83,0.0218,1.4685,0.1885,3.9574
1028.76,1273.17,0.0192,0.7507,0.1865,9.6474
1758.85,1652.85,0.0208,0.7014,0.1714,175.3126
1633.73,1139.5,0.0215,0.4548,0.1537,505.3237
1795.7,1744.96,0.0155,1.0658,0.1789,172.702
1986,1383.4301,0.0175,0.4466,0.1583,613.35
1819.77,1930.5699,0.0191,0.2384,0.1768,25.0321
1525.58,1864.11,0.0237,0.5151,0.2014,10.8235
1659.72,1766,0.0231,0.7863,0.1425,53.2806
1153.74,1511.91,0.0192,1.3671,0.177,15.6932
1094,1094.35,0.0153,1.0603,0.1413,71.9487
1066.49,1328.9,0.0213,0.8959,0.1393,4.3066
1494.85,1477.6801,0.0268,1.4247,0.151,144.747
1732.61,1822.97,0.0222,0.5123,0.1454,43.3052
1382.53,1359.58,0.0161,1.1096,0.2034,140.9521
1359.9301,1906.72,0.0221,0.2959,0.1678,0
1108.4,1614.46,0.0204,0.1973,0.2095,0
1443.72,1042.5,0.0217,1.1233,0.2198,434.5122
1135.72,1889.89,0.0216,0.7342,0.1904,0.0823
1240.79,1164.77,0.0174,0.7781,0.1888,133.3773
1636.77,1898.0699,0.0261,1.2986,0.179,63.3422
1263.11,1661.04,0.0146,1.4137,0.1691,14.2229
1375.24,1562.8,0.0277,0.6904,0.1649,24.0395
1134.79,1442.71,0.0209,1.1918,0.1905,20.408
1092.37,1678.1801,0.0215,1.3616,0.148,0.795
1406.02,1886.91,0.0141,0.1616,0.1842,0
1865.92,1485.29,0.018,0.5288,0.1718,396.9428
1167.84,1180.79,0.0186,1.463,0.1814,110.771
1160.42,1323.02,0.0265,0.7699,0.2042,35.8713
1561.38,1349.3199,0.0138,1.1945,0.1874,269.8734
1537.64,1259.47,0.0153,0.3562,0.1849,286.8624
1525.4399,1997.98,0.028,1.2493,0.1752,18.7692
1245.91,1359.99,0.0198,0.3507,0.157,12.4999
1376.09,1551.5,0.0222,0.2356,0.1421,1.6118
1157.17,1998.21,0.0238,1.4603,0.1541,0.248
1062.02,1520.05,0.0172,0.4959,0.1745,0.0972
1770.39,1366.3,0.0165,1.4493,0.1586,445.2694
1189.4399,1073.84,0.0172,0.6384,0.1617,142.4905
1250.1,1090.72,0.0208,1.3233,0.2022,226.7857
1160.3101,1957.77,0.0247,0.326,0.1558,0
1718.92,1609.59,0.0242,0.3726,0.1763,148.9406
1017.5,1526.99,0.0201,0.9726,0.169,0.7117
1272.66,1718.21,0.0187,1.0055,0.1716,5.3746
1840.79,1434.97,0.0285,1.3507,0.2034,480.2892
1436.89,1438.5601,0.0204,1.2137,0.2146,151.028
1787.4301,1255.01,0.0202,1.0219,0.1561,558.7516
1033.63,1119.51,0.0267,0.8932,0.1714,42.9327
1120.95,1066.71,0.0155,0.8247,0.1943,115.0206
1676.9301,1423.58,0.0192,0.5425,0.1863,278.2529
1821.9399,1788.48,0.0195,0.6137,0.1933,137.7326
1366.1899,1606.71,0.0229,1.3507,0.1742,45.8227
1624.76,1787.38,0.0209,0.6822,0.1819,47.0585
1895.77,1247.3199,0.0182,0.9726,0.1854,671.1222
1573.61,1047.62,0.0265,0.3616,0.1883,535.9844
1049.83,1330.73,0.0162,0.7041,0.2128,10.2684
1442.01,1928.8199,0.0277,0.9589,0.1808,8.6533
1801.1,1345.39,0.0252,1.1178,0.2081,504.0115
1609.25,1295.4301,0.0208,1.263,0.1964,368.8063
1982.2,1797.01,0.0177,1.1452,0.1774,278.6759
1237.67,1548.46,0.0159,1.074,0.2014,24.1712
1148.48,1296.96,0.0254,0.9014,0.1749,34.0373
1844.35,1840.8199,0.0177,0.1726,0.1788,58.1658
1600.97,1131.1,0.0231,1.4767,0.1622,510.3926
1611.29,1507.46,0.022,1.4959,0.1837,226.648
1788.1899,1965.37,0.0279,1.2575,0.1531,78.7035
1027.38,1491.7,0.0222,0.6521,0.163,0.1557
1555.74,1094.29,0.0244,0.7479,0.2124,483.163
1706.36,1298.79,0.0283,1.2877,0.182,462.8716
1962.12,1388.77,0.0231,1.2,0.1776,614.6329
1474.1899,1758.15,0.0136,0.2055,0.1514,0.1747
1629.9,1849.25,0.0218,0.7699,0.1711,35.0348
1069.71,1625.39,0.0221,0.5096,0.1993,0.1109
1850.62,1420.72,0.0189,1.2685,0.1736,473.2321
1052.39,1805.51,0.02,0.3726,0.181,0
1912.5,1475.61,0.0155,1.4822,0.176,485.911
1760.83,1728.3,0.0157,0.0164,0.1715,35.531
1369.41,1120.87,0.0281,1.3479,0.1784,305.728
1415.74,1157.52,0.0222,0.7068,0.1829,283.1813
1220.12,1235.65,0.0275,1.2301,0.2065,123.2843
1711.3101,1464.75,0.0149,0.1205,0.1521,249.2144
1216.41,1895.53,0.0251,0.3589,0.2126,0.0135
1488.49,1149.45,0.0187,0.6329,0.1413,352.95
1768.78,1589.88,0.0238,0.3781,0.1805,207.0291
1334.17,1136.3101,0.0191,1.1315,0.146,233.3456
1168.6801,1388.3101,0.0228,0.8384,0.153,12.2682
1199.78,1131.21,0.0196,0.1644,0.1533,77.7439
1095.77,1962.67,0.0258,0.8356,0.2012,0.0842
1383.26,1067.03,0.0203,1.263,0.1947,355.0391
1629.21,1120.75,0.0194,0.3781,0.2035,516.7024
1468,1420.5,0.0211,1.011,0.1879,150.693
1231.53,1257.9,0.0127,1.4274,0.204,117.7261
1062.61,1931.51,0.0226,0.9342,0.1598,0
1423.89,1882.96,0.0252,1.4466,0.1678,17.9005
1435.1899,1005.9,0.02,0.5562,0.1957,440.7492
1121.5699,1124.5601,0.0129,1.1562,0.1535,80.3441
1385.85,1833.11,0.0215,1.4219,0.2079,31.9007
1848.3,1874.22,0.02,0.5808,0.1705,93.5339
1951.37,1000.01,0.0178,1.2027,0.168,972.5462
1298.3,1972.36,0.0164,1.3342,0.1401,0.5964
1785.52,1131.98,0.0133,0.9096,0.1951,667.6541
1964.65,1593.6,0.0191,0.4658,0.1796,388.3443
1308.98,1842.6,0.0156,0.6055,0.1963,1.2223
1802.91,1737.42,0.0159,0.5918,0.1773,142.0672
1972.5,1023.25,0.0247,1.389,0.2007,983.9251
1148.59,1480.63,0.0209,1.3671,0.2282,37.8469
1227.1801,1253.7,0.0178,0.2685,0.1818,36.4946
1357.27,1397.8101,0.0196,0.7616,0.1482,60.9748
1045.37,1865.14,0.0216,0.9671,0.1623,0.013
1886.15,1305.87,0.0236,0.463,0.1862,594.5463
1086.29,1936.73,0.0169,1.0274,0.1945,0.1846
1785.77,1239.24,0.0223,1.1315,0.1524,578.0351
1849.76,1257.0699,0.0192,0.0082,0.2099,592.888
1820.59,1311.58,0.0218,0.537,0.1821,524.6228
1412.12,1031.66,0.018,0.389,0.1828,387.7535
1687.25,1870.66,0.0178,0.5836,0.1531,24.9855
1587.77,1867.8101,0.0208,0.1973,0.2001,2.0101
1049.25,1102.3,0.0137,1.0356,0.1755,58.6953
1610.38,1318.08,0.0126,0.7753,0.1828,315.5939
1356.79,1989.88,0.0203,0.1014,0.1738,0
1677.29,1013.58,0.0175,0.9288,0.2008,680.3275
1670.46,1285.52,0.0178,0.0356,0.1782,385.7543
1951.02,1168.37,0.0136,0.1096,0.1775,784.3903
1957.67,1899.22,0.0168,1.1425,0.1953,210.5045
1861.4399,1986.2,0.0174,0.6219,0.1752,61.5104
1580.41,1862.27,0.0198,1.0438,0.1765,37.0088
1802.63,1250.8101,0.0193,0.8,0.2067,572.9619
1943.2,1771.09,0.0187,1.4082,0.2024,305.2976
1567.89,1131.17,0.0152,1.3562,0.2166,472.5655
1519.99,1367.78,0.0197,0.7096,0.203,206.1388
1116.8199,1982.6899,0.0279,1.0904,0.1757,0.1167
1728.6,1663.67,0.0234,1.4795,0.181,214.6879
1518.25,1675.85,0.0212,0.4384,0.1824,25.2305
1371.71,1762.0601,0.0182,0.8795,0.1585,5.6091
1162.5699,1733.45,0.0218,0.2904,0.165,0
1612.88,1286.48,0.0168,1.3041,0.1647,365.9499
1587.46,1307.5699,0.0211,0.2986,0.1787,289.0759
1706.5601,1070.5699,0.0241,0.0548,0.1838,637.4031
1510.61,1777.8199,0.0222,1.3671,0.14,31.0738
1950.72,1516.05,0.0148,0.1041,0.182,437.004
1913.17,1501.73,0.0249,0.7836,0.1946,448.5332
1580.88,1774.8101,0.0207,0.2055,0.1817,5.0689
1267.8199,1998.91,0.0231,0.4301,0.1596,0
1574.3199,1661.53,0.0149,1.1151,0.2028,108.9375
1255.0601,1599.9301,0.027,0.8192,0.1365,2.5447
1583.21,1952.97,0.023,0.463,0.1386,0.9566
1561.58,1341.36,0.016,0.5836,0.1864,245.7982
1465.33,1480.29,0.0188,0.2356,0.1857,48.0533
1604.3101,1638.13,0.0245,0.4603,0.1629,63.0744
1131.24,1170.54,0.0245,0.2055,0.1467,15.3477
1274.15,1014.47,0.0242,0.6466,0.1955,280.0305
1676.65,1943.6,0.0235,0.5151,0.2244,31.9549
1042.86,1924.74,0.0178,0.2877,0.1679,0
1018.6,1120.9399,0.0141,0.9781,0.1757,38.0439
1027.05,1445.3,0.0271,0.7562,0.184,1.5946
1504.37,1752.2,0.0239,0.0548,0.195,0
1852.89,1368.76,0.019,1.211,0.1665,519.5916
1211.78,1016.14,0.0228,1.337,0.1448,235.6638
1415.4399,1981.8101,0.0244,0.8521,0.1807,3.0985
1909.61,1601.95,0.024,1.2548,0.2028,393.8778
1876.14,1557.89,0.0118,0.126,0.1784,320.6071
1896.99,1727.3101,0.0208,1.0356,0.1943,267.7371
1492.48,1345.98,0.0211,1.0192,0.1549,201.5307
1190.4,1199.45,0.0193,0.9507,0.1787,88.7333
1123.29,1586.6801,0.0206,0.9562,0.2127,6.8951
1777.0699,1675.39,0.0143,1.0877,0.1579,187.4711
1503.71,1836.9399,0.021,0.7123,0.2264,27.7141
1903.5699,1027.67,0.0283,0.4219,0.177,888.0971
1633.33,1634.62,0.0201,0.5616,0.202,106.6298
1618.29,1471.78,0.0121,1.2247,0.1842,226.1559
1871.4301,1284.11,0.0219,1.3671,0.1744,627.8589
1036.6,1861.59,0.0247,0.7753,0.1711,0
1582.96,1294.3199,0.0245,0.5425,0.137,306.5588
1047.33,1308.9301,0.0231,0.7096,0.2087,11.9915
1429.09,1750.29,0.0294,0.3726,0.1971,4.1626
1429.52,1033.77,0.019,0.2,0.1515,399.6709
1645.96,1649.58,0.0271,1.3808,0.2007,181.8509
1598.04,1100.95,0.0225,1.0356,0.1758,523.5477
1905.61,1984.8101,0.0216,0.4192,0.171,57.7573
1446.78,1450.04,0.0205,0.5945,0.222,105.3905
1602.53,1103.52,0.0192,1.4986,0.153,531.6899
1008.4,1374.28,0.0191,1.4849,0.1603,7.5543
1659.84,1626.64,0.0233,1.2301,0.2102,193.1703
1899.1,1355.09,0.0292,1.0932,0.1967,591.2406
1198.71,1956.75,0.0202,1.1644,0.2147,2.8533
1767.37,1908.26,0.0222,1.0986,0.1899,101.3289
1664.85,1157.53,0.0203,0.6603,0.1761,522.9884
1215.37,1848.11,0.0276,0.9288,0.197,1.9521
1255.72,1735.45,0.0163,0.7836,0.1523,0.7098
1911.75,1125.83,0.018,0.9671,0.2165,805.8468
1742.36,1605.14,0.0142,0.6712,0.1863,195.1965
1864.54,1148.38,0.0227,1.2027,0.1983,748.0612
1029.37,1269.52,0.0201,1.0603,0.1621,12.2097
1073.0699,1234.05,0.0171,0.9479,0.1883,31.1627
1047.08,1996.13,0.0162,0.189,0.1744,0
1027.4399,1610.97,0.0178,1.0137,0.1771,0.5782
1819.39,1520.6899,0.0203,0.537,0.1548,318.7544
1774.46,1114.85,0.0209,1.2274,0.2217,690.7457
1801.14,1559.33,0.022,0.3233,0.1992,260.5958
1518.71,1492.26,0.0141,1.463,0.1578,143.9505
1828.85,1160.65,0.0205,1.011,0.1895,692.5642
1977.54,1965.53,0.0187,1.2685,0.1731,182.0622
1278.4,1678.84,0.0158,0.9726,0.2038,13.8508
1958.66,1465.67,0.0231,1.0466,0.1593,530.799
1273.51,1899.1801,0.0191,1.3233,0.1584,2.0362
1879.26,1689.49,0.0245,0.6219,0.161,235.3821
1038.84,1597.13,0.0248,0.8055,0.1756,0.29
1195.12,1887.21,0.0283,0.3945,0.1923,0
1741.21,1562.26,0.0183,0.5178,0.1712,211.8035
1958.8101,1036.77,0.024,0.137,0.1874,925.4433
1412.98,1868.24,0.0235,0.6,0.2052,5.0031
1975.35,1811.14,0.0166,1.4301,0.1558,265.8646
1801.2,1920.22,0.0236,1.3918,0.1892,135.5406
1274.47,1494.76,0.0213,0.5205,0.1601,7.3366
1236.21,1560.8199,0.0184,0.9808,0.1957,17.8964
1867.88,1755.59,0.021,0.8521,0.1345,178.3626
1863.6,1265.86,0.0133,0.8904,0.21,615.1229
1010.52,1928.74,0.0158,1.2849,0.1645,0.0261
1833.17,1211.3101,0.022,0.5205,0.1725,635.6656
1434.4301,1218.1801,0.0117,0.5342,0.1948,234.5039
1288.6801,1742.53,0.0278,0.4164,0.2015,0.8041
1274.0699,1972.5699,0.0192,0.0712,0.1853,0
1252.13,1527.05,0.0173,0.2055,0.1924,0.4701
1651.75,1941.64,0.0186,0.274,0.1827,3.4229
1746.3199,1422.3199,0.0189,1.4849,0.1866,391.1916
1141.97,1169.27,0.0223,1.3397,0.1785,97.2033
1749.4,1839.4,0.0221,0.8055,0.153,71.2019
1583.48,1929.46,0.0226,1.4356,0.1699,41.0067
1825.3101,1134.15,0.019,0.2603,0.1774,696.7554
1957.65,1861.6801,0.022,1.4438,0.1935,261.6497
1523.63,1306.87,0.0236,0.5781,0.152,239.7487
1302.08,1211.48,0.0179,0.4438,0.151,115.2413
1892.79,1041.9,0.021,0.4685,0.2098,861.091
1878.04,1833.0601,0.0277,1.074,0.1443,165.3546
1700.25,1868.24,0.0225,0.8877,0.1969,75.2423
1060.66,1359.54,0.0139,0.6767,0.1903,5.1479
1203.5699,1972.53,0.0274,1.2027,0.1775,0.8757
1670.42,1697.73,0.0188,0.0795,0.1823,21.5768
1565.83,1945.6801,0.0278,0.1808,0.164,0
1714.87,1753.1,0.0166,0.7205,0.1688,89.9347
1259.55,1494.23,0.0193,0.063,0.1667,0
1759.27,1041.6899,0.0213,0.1644,0.1672,721.2214
1052.4301,1897.91,0.0205,0.3288,0.1578,0
1394.79,1594.85,0.021,1.0055,0.181,43.4761
1419.0601,1744.5,0.0164,1.2137,0.1904,33.3333
1523.21,1313.24,0.0147,0.4493,0.1898,228.2367
1472,1223.27,0.0285,1.3534,0.1706,311.8777
1426.76,1676.35,0.0128,0.3041,0.1815,3.755
1756.26,1008.31,0.016,1.2904,0.1725,768.6765
1841.8101,1463.63,0.0286,0.9315,0.1932,428.3101
1500.75,1512.9,0.021,1.0411,0.192,126.8718
1505.3,1893.67,0.02,0.1315,0.1824,0
1170.52,1046.23,0.0225,1.189,0.1827,183.0041
1892.5,1337.62,0.0201,0.2932,0.195,562.7563
1413.53,1153.8,0.0224,0.9123,0.2177,301.9579
1114.98,1512.98,0.0153,0.4822,0.1998,1.0047
1745.73,1172.53,0.0168,0.2301,0.1704,577.7238
1197.4399,1814.2,0.0202,0.0986,0.1589,0
1568.17,1782.04,0.0173,0.5699,0.1593,17.1565
1202.26,1186.1899,0.0174,0.4795,0.1508,63.3796
1359.79,1083.3,0.0255,1.2027,0.1993,324.3902
1920.38,1697.13,0.0211,0.3726,0.2171,256.4043
1139.92,1485.8,0.0243,1.4274,0.2038,28.5315
1097.4,1716.6,0.0135,0.8767,0.2003,0.8737
1543.88,1434.63,0.0205,0.7699,0.1817,174.0073
1413.55,1355.61,0.0127,0.0329,0.1416,59.0076
1105.75,1758.5699,0.0209,0.3178,0.1725,0
1686.34,1574.47,0.0206,0.9342,0.1579,185.0085
1591.87,1170.65,0.0181,1.2603,0.2131,459.9181
1014.55,1114.9,0.0197,0.726,0.1663,26.6447
1478.8101,1202.1899,0.0172,1.4575,0.1809,327.4766
1832.52,1162.6899,0.0276,0.1918,0.1749,675.9687
1919.73,1601.74,0.0188,0.3425,0.1561,329.3864
1093.1899,1396.95,0.0182,0.5041,0.159,0.8983
1792.71,1980.0699,0.0212,0.3068,0.1975,22.0504
1048.85,1832.41,0.0173,0.5863,0.1911,0
1674.85,1232.59,0.0263,0.5479,0.1752,460.2809
1348.37,1610.98,0.0231,1.4137,0.1932,52.9881
1835.97,1020.25,0.0222,0.7973,0.2039,833.648
1419.47,1648.63,0.0282,1.4712,0.1815,65.718
1595.46,1340.37,0.0269,1.1945,0.171,315.7043
1354.99,1794.16,0.0144,0.926,0.1698,5.3794
1636.36,1968.53,0.0259,1.4274,0.1534,38.1023
1771.73,1905.84,0.0162,0.9918,0.1534,66.763
1119.98,1302.8199,0.019,1.1781,0.1648,29.4158
1360.79,1002.23,0.0144,0.2712,0.1892,362.4911
1695.28,1891.63,0.0184,1.2438,0.1309,43.9235
1097.98,1393.64,0.0266,0.8438,0.1433,3.3817
1746.37,1676.4,0.0127,0.6247,0.1824,145.0747
1333.23,1450.09,0.0245,1.1178,0.1731,65.9193
1472.14,1730.29,0.0207,0.189,0.2122,2.3515
1227.53,1412.41,0.0162,0.9151,0.1636,24.4675
1641.59,1024.4,0.0185,1.4438,0.1892,645.6304
1256.4,1402.45,0.0122,1.1562,0.1862,53.805
1118.75,1502.39,0.0231,1.3288,0.1732,10.9804
1748.4399,1538.85,0.0147,0.2767,0.1994,224.2569
1500.87,1495.0699,0.0175,0.7342,0.174,101.4041
1677.83,1814.4399,0.0177,0.537,0.1585,34.2569
1463.65,1256.0699,0.0196,1.4603,0.1993,284.7185
1179.4399,1141.6801,0.0271,0.0849,0.2058,50.8308
1657.1801,1149.77,0.0201,1.074,0.1839,533.9877
1505.42,1722.27,0.0209,1.1973,0.1568,43.0933
1246.52,1772.91,0.0219,0.0822,0.1951,0
1391.83,1647.24,0.0252,0.8219,0.1543,15.6201
1440.51,1041.03,0.0257,0.1836,0.208,404.3827
